run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'AI news'; topic: expected 'news', got None"
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T151042506282,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T151318451983,v1,v1+p156e400909ef+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T151459196301,v2,v2+p156e400909ef+t141c6108075a,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151706973231,v3,v3+p156e400909ef+t2bcdef50d524,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T151748407675,v3,v3+p156e400909ef+t2bcdef50d524,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"NotFoundError: Error code: 404 - {'error': {'message': 'No endpoints available matching your guardrail restrictions and data policy. Configure: https://openrouter.ai/settings/privacy', 'code': 404}}"
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154219156373,v3,v3+p156e400909ef+t2bcdef50d524,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
